Crop,Description,How_to_Grow,Economic_Importance,Uses,Major_Districts,YouTube_Links,Article_Links
Carrots,"Carrots is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Carrots supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Cabbage,"Cabbage is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Cabbage supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Cereals,"Cereals is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Cereals supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Rice (dominant staple crop in wetland tracts),"Rice (dominant staple crop in wetland tracts) (Oryza sativa) is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Rice (dominant staple crop in wetland tracts) supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Pulses,"Pulses is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Pulses supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Black gram (urad),"Black gram (urad) is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Black gram (urad) supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Green gram (moong),"Green gram (moong) is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Green gram (moong) supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Spices,"Spices is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Spices supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Turmeric,"Turmeric is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Turmeric supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Black pepper (intercropped with coconut and arecanut),"Black pepper (intercropped with coconut and arecanut) (Cocos nucifera) is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Black pepper (intercropped with coconut and arecanut) supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",COCONUT FARMING / COCONUT CULTIVATION (YouTube): https://www.youtube.com/watch?v=TEbM1KmcVDA,Coconut farming guide (AgriFarming): https://www.agrifarming.in/coconut-farming/
Oilseeds,"Oilseeds is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Oilseeds supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Coconut,"Coconut (Cocos nucifera) is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Coconut supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",COCONUT FARMING / COCONUT CULTIVATION (YouTube): https://www.youtube.com/watch?v=TEbM1KmcVDA,Coconut farming guide (AgriFarming): https://www.agrifarming.in/coconut-farming/
Malnad / Western Ghats,"Malnad / Western Ghats is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Malnad / Western Ghats supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Citrus fruits,"Citrus fruits (Citrus spp.) is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Citrus fruits supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",Citrus/Orange cultivation (YouTube): https://www.youtube.com/watch?v=Jk2ZzHk3hC0,Citrus farming guide (AgriFarming): https://www.agrifarming.in/citrus-fruit-cultivation/
Guava,"Guava (Psidium guajava) is cultivated in Coastal Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Dakshina Kannada, Udupi, Uttara Kannada.","1. Soil type (ಮಣ್ಣು): lateritic or sandy-loam ಮಣ್ಣು (ಲೇಟೆರೈಟಿಕ್/ಮರಳು ಮಿಶ್ರ ಮಣ್ಣು) with good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Start planting with the onset of the southwest monsoon; heavy rains help establishment.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Guava supports local food and income needs in Coastal Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Dakshina Kannada, Udupi, Uttara Kannada",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
