Crop,Description,How_to_Grow,Economic_Importance,Uses,Major_Districts,YouTube_Links,Article_Links
Cereals,"Cereals is cultivated in Malnad / Western Ghats. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Chikkamagaluru, Kodagu, Shivamogga.","1. Soil type (ಮಣ್ಣು): humus-rich loam ಮಣ್ಣು (ಹ್ಯೂಮಸ್-ಸಂಪನ್ನ ಮಣ್ಣು) on slopes; ensure good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): High rainfall area — plant after the heavy rains settle to avoid seed/seedling washout.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Cereals supports local food and income needs in Malnad / Western Ghats; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Chikkamagaluru, Kodagu, Shivamogga",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Paddy (rice) in valleys,"Paddy (rice) in valleys (Oryza sativa) is cultivated in Malnad / Western Ghats. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Chikkamagaluru, Kodagu, Shivamogga.","1. Soil type (ಮಣ್ಣು): humus-rich loam ಮಣ್ಣು (ಹ್ಯೂಮಸ್-ಸಂಪನ್ನ ಮಣ್ಣು) on slopes; ensure good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): High rainfall area — plant after the heavy rains settle to avoid seed/seedling washout.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Paddy (rice) in valleys supports local food and income needs in Malnad / Western Ghats; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Chikkamagaluru, Kodagu, Shivamogga",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Maize,"Maize (Zea mays) is cultivated in Malnad / Western Ghats. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Chikkamagaluru, Kodagu, Shivamogga.","1. Soil type (ಮಣ್ಣು): humus-rich loam ಮಣ್ಣು (ಹ್ಯೂಮಸ್-ಸಂಪನ್ನ ಮಣ್ಣು) on slopes; ensure good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): High rainfall area — plant after the heavy rains settle to avoid seed/seedling washout.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Maize supports local food and income needs in Malnad / Western Ghats; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Chikkamagaluru, Kodagu, Shivamogga",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Small millets,"Small millets is cultivated in Malnad / Western Ghats. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Chikkamagaluru, Kodagu, Shivamogga.","1. Soil type (ಮಣ್ಣು): humus-rich loam ಮಣ್ಣು (ಹ್ಯೂಮಸ್-ಸಂಪನ್ನ ಮಣ್ಣು) on slopes; ensure good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): High rainfall area — plant after the heavy rains settle to avoid seed/seedling washout.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Small millets supports local food and income needs in Malnad / Western Ghats; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Chikkamagaluru, Kodagu, Shivamogga",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Pulses,"Pulses is cultivated in Malnad / Western Ghats. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Chikkamagaluru, Kodagu, Shivamogga.","1. Soil type (ಮಣ್ಣು): humus-rich loam ಮಣ್ಣು (ಹ್ಯೂಮಸ್-ಸಂಪನ್ನ ಮಣ್ಣು) on slopes; ensure good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): High rainfall area — plant after the heavy rains settle to avoid seed/seedling washout.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Pulses supports local food and income needs in Malnad / Western Ghats; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Chikkamagaluru, Kodagu, Shivamogga",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Black gram (urad),"Black gram (urad) is cultivated in Malnad / Western Ghats. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Chikkamagaluru, Kodagu, Shivamogga.","1. Soil type (ಮಣ್ಣು): humus-rich loam ಮಣ್ಣು (ಹ್ಯೂಮಸ್-ಸಂಪನ್ನ ಮಣ್ಣು) on slopes; ensure good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): High rainfall area — plant after the heavy rains settle to avoid seed/seedling washout.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Black gram (urad) supports local food and income needs in Malnad / Western Ghats; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Chikkamagaluru, Kodagu, Shivamogga",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Green gram (moong),"Green gram (moong) is cultivated in Malnad / Western Ghats. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Chikkamagaluru, Kodagu, Shivamogga.","1. Soil type (ಮಣ್ಣು): humus-rich loam ಮಣ್ಣು (ಹ್ಯೂಮಸ್-ಸಂಪನ್ನ ಮಣ್ಣು) on slopes; ensure good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): High rainfall area — plant after the heavy rains settle to avoid seed/seedling washout.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Green gram (moong) supports local food and income needs in Malnad / Western Ghats; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Chikkamagaluru, Kodagu, Shivamogga",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Horsegram (in uplands),"Horsegram (in uplands) is cultivated in Malnad / Western Ghats. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Chikkamagaluru, Kodagu, Shivamogga.","1. Soil type (ಮಣ್ಣು): humus-rich loam ಮಣ್ಣು (ಹ್ಯೂಮಸ್-ಸಂಪನ್ನ ಮಣ್ಣು) on slopes; ensure good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): High rainfall area — plant after the heavy rains settle to avoid seed/seedling washout.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Horsegram (in uplands) supports local food and income needs in Malnad / Western Ghats; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Chikkamagaluru, Kodagu, Shivamogga",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Spices,"Spices is cultivated in Malnad / Western Ghats. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Chikkamagaluru, Kodagu, Shivamogga.","1. Soil type (ಮಣ್ಣು): humus-rich loam ಮಣ್ಣು (ಹ್ಯೂಮಸ್-ಸಂಪನ್ನ ಮಣ್ಣು) on slopes; ensure good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): High rainfall area — plant after the heavy rains settle to avoid seed/seedling washout.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Spices supports local food and income needs in Malnad / Western Ghats; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Chikkamagaluru, Kodagu, Shivamogga",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Pepper,"Pepper (Piper nigrum) is cultivated in Malnad / Western Ghats. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Chikkamagaluru, Kodagu, Shivamogga.","1. Soil type (ಮಣ್ಣು): humus-rich loam ಮಣ್ಣು (ಹ್ಯೂಮಸ್-ಸಂಪನ್ನ ಮಣ್ಣು) on slopes; ensure good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): High rainfall area — plant after the heavy rains settle to avoid seed/seedling washout.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Pepper supports local food and income needs in Malnad / Western Ghats; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Chikkamagaluru, Kodagu, Shivamogga",Black pepper cultivation (YouTube): https://www.youtube.com/watch?v=5xVt0kYyG2A,Pepper cultivation guide (AgriFarming): https://www.agrifarming.in/black-pepper-cultivation/
Cardamom,"Cardamom (Elettaria cardamomum) is cultivated in Malnad / Western Ghats. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Chikkamagaluru, Kodagu, Shivamogga.","1. Soil type (ಮಣ್ಣು): humus-rich loam ಮಣ್ಣು (ಹ್ಯೂಮಸ್-ಸಂಪನ್ನ ಮಣ್ಣು) on slopes; ensure good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): High rainfall area — plant after the heavy rains settle to avoid seed/seedling washout.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Cardamom supports local food and income needs in Malnad / Western Ghats; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Chikkamagaluru, Kodagu, Shivamogga",Cardamom farming (YouTube): https://www.youtube.com/watch?v=3mQeG8tEJ8c,Cardamom cultivation (AgriFarming): https://www.agrifarming.in/cardamom-farming/
Ginger,"Ginger is cultivated in Malnad / Western Ghats. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Chikkamagaluru, Kodagu, Shivamogga.","1. Soil type (ಮಣ್ಣು): humus-rich loam ಮಣ್ಣು (ಹ್ಯೂಮಸ್-ಸಂಪನ್ನ ಮಣ್ಣು) on slopes; ensure good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): High rainfall area — plant after the heavy rains settle to avoid seed/seedling washout.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Ginger supports local food and income needs in Malnad / Western Ghats; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Chikkamagaluru, Kodagu, Shivamogga",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Oilseeds,"Oilseeds is cultivated in Malnad / Western Ghats. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Chikkamagaluru, Kodagu, Shivamogga.","1. Soil type (ಮಣ್ಣು): humus-rich loam ಮಣ್ಣು (ಹ್ಯೂಮಸ್-ಸಂಪನ್ನ ಮಣ್ಣು) on slopes; ensure good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): High rainfall area — plant after the heavy rains settle to avoid seed/seedling washout.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Oilseeds supports local food and income needs in Malnad / Western Ghats; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Chikkamagaluru, Kodagu, Shivamogga",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Coconut,"Coconut (Cocos nucifera) is cultivated in Malnad / Western Ghats. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Chikkamagaluru, Kodagu, Shivamogga.","1. Soil type (ಮಣ್ಣು): humus-rich loam ಮಣ್ಣು (ಹ್ಯೂಮಸ್-ಸಂಪನ್ನ ಮಣ್ಣು) on slopes; ensure good drainage.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): High rainfall area — plant after the heavy rains settle to avoid seed/seedling washout.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Coconut supports local food and income needs in Malnad / Western Ghats; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Chikkamagaluru, Kodagu, Shivamogga",COCONUT FARMING / COCONUT CULTIVATION (YouTube): https://www.youtube.com/watch?v=TEbM1KmcVDA,Coconut farming guide (AgriFarming): https://www.agrifarming.in/coconut-farming/
