Crop,Description,How_to_Grow,Economic_Importance,Uses,Major_Districts,YouTube_Links,Article_Links
Bajra (pearl millet),"Bajra (pearl millet) (Pennisetum glaucum) is cultivated in Northern Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara.","1. Soil type (ಮಣ್ಣು): red or black ಮಣ್ಣು (ಕೆಂಪು/ಕಪ್ಪು ಮಣ್ಣು) with variable fertility; improve with organic matter.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Semi-arid — sow with onset of monsoon and plan for supplemental irrigation (ನೀರಾವರಿ) during dry spells.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Bajra (pearl millet) supports local food and income needs in Northern Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Maize,"Maize (Zea mays) is cultivated in Northern Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara.","1. Soil type (ಮಣ್ಣು): red or black ಮಣ್ಣು (ಕೆಂಪು/ಕಪ್ಪು ಮಣ್ಣು) with variable fertility; improve with organic matter.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Semi-arid — sow with onset of monsoon and plan for supplemental irrigation (ನೀರಾವರಿ) during dry spells.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Maize supports local food and income needs in Northern Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Wheat,"Wheat is cultivated in Northern Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara.","1. Soil type (ಮಣ್ಣು): red or black ಮಣ್ಣು (ಕೆಂಪು/ಕಪ್ಪು ಮಣ್ಣು) with variable fertility; improve with organic matter.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Semi-arid — sow with onset of monsoon and plan for supplemental irrigation (ನೀರಾವರಿ) during dry spells.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Wheat supports local food and income needs in Northern Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Pulses,"Pulses is cultivated in Northern Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara.","1. Soil type (ಮಣ್ಣು): red or black ಮಣ್ಣು (ಕೆಂಪು/ಕಪ್ಪು ಮಣ್ಣು) with variable fertility; improve with organic matter.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Semi-arid — sow with onset of monsoon and plan for supplemental irrigation (ನೀರಾವರಿ) during dry spells.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Pulses supports local food and income needs in Northern Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Toor dal (pigeon pea),"Toor dal (pigeon pea) is cultivated in Northern Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara.","1. Soil type (ಮಣ್ಣು): red or black ಮಣ್ಣು (ಕೆಂಪು/ಕಪ್ಪು ಮಣ್ಣು) with variable fertility; improve with organic matter.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Semi-arid — sow with onset of monsoon and plan for supplemental irrigation (ನೀರಾವರಿ) during dry spells.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Toor dal (pigeon pea) supports local food and income needs in Northern Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Chickpea (gram),"Chickpea (gram) is cultivated in Northern Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara.","1. Soil type (ಮಣ್ಣು): red or black ಮಣ್ಣು (ಕೆಂಪು/ಕಪ್ಪು ಮಣ್ಣು) with variable fertility; improve with organic matter.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Semi-arid — sow with onset of monsoon and plan for supplemental irrigation (ನೀರಾವರಿ) during dry spells.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Chickpea (gram) supports local food and income needs in Northern Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Greengram (moong),"Greengram (moong) is cultivated in Northern Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara.","1. Soil type (ಮಣ್ಣು): red or black ಮಣ್ಣು (ಕೆಂಪು/ಕಪ್ಪು ಮಣ್ಣು) with variable fertility; improve with organic matter.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Semi-arid — sow with onset of monsoon and plan for supplemental irrigation (ನೀರಾವರಿ) during dry spells.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Greengram (moong) supports local food and income needs in Northern Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Blackgram (urad),"Blackgram (urad) is cultivated in Northern Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara.","1. Soil type (ಮಣ್ಣು): red or black ಮಣ್ಣು (ಕೆಂಪು/ಕಪ್ಪು ಮಣ್ಣು) with variable fertility; improve with organic matter.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Semi-arid — sow with onset of monsoon and plan for supplemental irrigation (ನೀರಾವರಿ) during dry spells.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Blackgram (urad) supports local food and income needs in Northern Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Horsegram,"Horsegram is cultivated in Northern Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara.","1. Soil type (ಮಣ್ಣು): red or black ಮಣ್ಣು (ಕೆಂಪು/ಕಪ್ಪು ಮಣ್ಣು) with variable fertility; improve with organic matter.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Semi-arid — sow with onset of monsoon and plan for supplemental irrigation (ನೀರಾವರಿ) during dry spells.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Horsegram supports local food and income needs in Northern Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Spices,"Spices is cultivated in Northern Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara.","1. Soil type (ಮಣ್ಣು): red or black ಮಣ್ಣು (ಕೆಂಪು/ಕಪ್ಪು ಮಣ್ಣು) with variable fertility; improve with organic matter.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Semi-arid — sow with onset of monsoon and plan for supplemental irrigation (ನೀರಾವರಿ) during dry spells.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Spices supports local food and income needs in Northern Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Coriander,"Coriander is cultivated in Northern Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara.","1. Soil type (ಮಣ್ಣು): red or black ಮಣ್ಣು (ಕೆಂಪು/ಕಪ್ಪು ಮಣ್ಣು) with variable fertility; improve with organic matter.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Semi-arid — sow with onset of monsoon and plan for supplemental irrigation (ನೀರಾವರಿ) during dry spells.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Coriander supports local food and income needs in Northern Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Turmeric,"Turmeric is cultivated in Northern Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara.","1. Soil type (ಮಣ್ಣು): red or black ಮಣ್ಣು (ಕೆಂಪು/ಕಪ್ಪು ಮಣ್ಣು) with variable fertility; improve with organic matter.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Semi-arid — sow with onset of monsoon and plan for supplemental irrigation (ನೀರಾವರಿ) during dry spells.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Turmeric supports local food and income needs in Northern Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Oilseeds,"Oilseeds is cultivated in Northern Karnataka. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara.","1. Soil type (ಮಣ್ಣು): red or black ಮಣ್ಣು (ಕೆಂಪು/ಕಪ್ಪು ಮಣ್ಣು) with variable fertility; improve with organic matter.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Semi-arid — sow with onset of monsoon and plan for supplemental irrigation (ನೀರಾವರಿ) during dry spells.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Oilseeds supports local food and income needs in Northern Karnataka; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bagalkot, Belagavi, Bidar, Dharwad, Gadag, Haveri, Kalaburagi, Koppal, Raichur, Vijayapura, Yadgir, Vijayanagara",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
