Crop,Description,How_to_Grow,Economic_Importance,Uses,Major_Districts,YouTube_Links,Article_Links
Cabbage,"Cabbage is cultivated in Plateau Region. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural.","1. Soil type (ಮಣ್ಣು): red loam ಮಣ್ಣು (ಕೆಂಪು ಮಣ್ಣು) with moderate fertility.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Sow at the start of rains or under assured irrigation.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Cabbage supports local food and income needs in Plateau Region; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Cereals,"Cereals is cultivated in Plateau Region. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural.","1. Soil type (ಮಣ್ಣು): red loam ಮಣ್ಣು (ಕೆಂಪು ಮಣ್ಣು) with moderate fertility.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Sow at the start of rains or under assured irrigation.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Cereals supports local food and income needs in Plateau Region; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Ragi (finger millet),"Ragi (finger millet) (Eleusine coracana) is cultivated in Plateau Region. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural.","1. Soil type (ಮಣ್ಣು): red loam ಮಣ್ಣು (ಕೆಂಪು ಮಣ್ಣು) with moderate fertility.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Sow at the start of rains or under assured irrigation.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Ragi (finger millet) supports local food and income needs in Plateau Region; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural",Ragi cultivation (YouTube): https://www.youtube.com/watch?v=Mmlmxo0_Wyk,Ragi cultivation (report): https://www.dhan.org/smallmillets/docs/report/1_Genetic_enhancement_of_finger_millet_in_Karnataka.pdf
Rice (under irrigation),"Rice (under irrigation) (Oryza sativa) is cultivated in Plateau Region. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural.","1. Soil type (ಮಣ್ಣು): red loam ಮಣ್ಣು (ಕೆಂಪು ಮಣ್ಣು) with moderate fertility.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Sow at the start of rains or under assured irrigation.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Rice (under irrigation) supports local food and income needs in Plateau Region; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Wheat,"Wheat is cultivated in Plateau Region. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural.","1. Soil type (ಮಣ್ಣು): red loam ಮಣ್ಣು (ಕೆಂಪು ಮಣ್ಣು) with moderate fertility.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Sow at the start of rains or under assured irrigation.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Wheat supports local food and income needs in Plateau Region; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Pulses,"Pulses is cultivated in Plateau Region. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural.","1. Soil type (ಮಣ್ಣು): red loam ಮಣ್ಣು (ಕೆಂಪು ಮಣ್ಣು) with moderate fertility.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Sow at the start of rains or under assured irrigation.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Pulses supports local food and income needs in Plateau Region; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Cowpea,"Cowpea is cultivated in Plateau Region. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural.","1. Soil type (ಮಣ್ಣು): red loam ಮಣ್ಣು (ಕೆಂಪು ಮಣ್ಣು) with moderate fertility.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Sow at the start of rains or under assured irrigation.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Cowpea supports local food and income needs in Plateau Region; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Field beans,"Field beans is cultivated in Plateau Region. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural.","1. Soil type (ಮಣ್ಣು): red loam ಮಣ್ಣು (ಕೆಂಪು ಮಣ್ಣು) with moderate fertility.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Sow at the start of rains or under assured irrigation.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Field beans supports local food and income needs in Plateau Region; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Lentils,"Lentils is cultivated in Plateau Region. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural.","1. Soil type (ಮಣ್ಣು): red loam ಮಣ್ಣು (ಕೆಂಪು ಮಣ್ಣು) with moderate fertility.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Sow at the start of rains or under assured irrigation.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Lentils supports local food and income needs in Plateau Region; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Spices,"Spices is cultivated in Plateau Region. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural.","1. Soil type (ಮಣ್ಣು): red loam ಮಣ್ಣು (ಕೆಂಪು ಮಣ್ಣು) with moderate fertility.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Sow at the start of rains or under assured irrigation.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Spices supports local food and income needs in Plateau Region; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Chilli,"Chilli is cultivated in Plateau Region. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural.","1. Soil type (ಮಣ್ಣು): red loam ಮಣ್ಣು (ಕೆಂಪು ಮಣ್ಣು) with moderate fertility.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Sow at the start of rains or under assured irrigation.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Chilli supports local food and income needs in Plateau Region; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Coriander,"Coriander is cultivated in Plateau Region. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural.","1. Soil type (ಮಣ್ಣು): red loam ಮಣ್ಣು (ಕೆಂಪು ಮಣ್ಣು) with moderate fertility.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Sow at the start of rains or under assured irrigation.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Coriander supports local food and income needs in Plateau Region; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Turmeric,"Turmeric is cultivated in Plateau Region. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural.","1. Soil type (ಮಣ್ಣು): red loam ಮಣ್ಣು (ಕೆಂಪು ಮಣ್ಣು) with moderate fertility.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Sow at the start of rains or under assured irrigation.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Turmeric supports local food and income needs in Plateau Region; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
Oilseeds,"Oilseeds is cultivated in Plateau Region. It is important locally for food and income and adapted to local climate and soils. Major producing districts include Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural.","1. Soil type (ಮಣ್ಣು): red loam ಮಣ್ಣು (ಕೆಂಪು ಮಣ್ಣು) with moderate fertility.

2. Land preparation (ನೆಲ ಸಿದ್ಧತೆ): Plough 2–3 times, remove weeds and level the field. Incorporate well-rotted farmyard manure (ಗೊಬ್ಬರ) or compost into the topsoil.

3. Sowing time (ಬಿತ್ತನೆ ಸಮಯ): Sow at the start of rains or under assured irrigation.

4. Seed rate & spacing (ಬೀಜ ಪ್ರಮಾಣ ಮತ್ತು ಅಂತರ): Use recommended seed rates from KVK/UAS.

5. Fertilizer & manure (ಗೊಬ್ಬರ ಮತ್ತು ಎರೆವು): Apply FYM and balanced NPK based on soil test.

6. Watering schedule (ನೀರಾವರಿ): Water as per crop stage; use drip ನೀರಾವರಿ where possible.

7. Weeding and interculture (ಕೊಳೆ ತೆಗೆಯುವುದು): Timely weeding and mulching helps conserve moisture.

8. Pest & disease control (ಕೀಟ/ರೋಗ): Follow IPM and use neem-based (ನಿಂಬೆ) biopesticides for minor pests.

9. Harvesting (ಕೊಯ್ದು): Harvest at maturity and dry/store properly.",Oilseeds supports local food and income needs in Plateau Region; market value depends on quality and access to buyers.,"Used for food, feed or processing depending on crop; residues generally returned to soil as mulch or used as fodder.","Bellary, Chamarajanagar, Chikballapur, Chitradurga, Davanagere, Hassan, Kolar, Mandya, Mysuru, Ramanagara, Tumakuru, Bengaluru Urban, Bengaluru Rural",KVK / ICAR YouTube playlist – general crop practices: https://www.youtube.com/user/ICARDARESEARCH,KVK or Agri extension article portal (search specific crop): https://kvk.icar.gov.in/
